module,sourceLine,snippet
19-campfire-hunting-house-extensions.js,3787,"function openFurnitureManager(extensionId){const record=world.houseExtensions.find(item=>item.data.id===extensionId);if(!record)return;const spec=ROOM_SPECS[record.data.type]||ROOM_SPECS.storage,owned=!record.data.remote,items=furnitureForExtension(extensionId),catalog=furnitureCatalogForRoom(record.data.type);openModal(`Mobiliar ${spec.name}`,`<div class=""room-furniture-heading""><span>${spec.icon}</span><div><h3>${spec.name}</h3><p>${owned?'Escolha móveis, mova, gire ou remova sem alterar o cômodo.':'Visite o cômodo mobiliado pelo proprietário.'}</p></div></div>${owned?`<h3>Adicionar móvel</h3><div class=""choice-grid furniture-catalog"">${catalog.map(item=>`<button class=""choice"" data-add-fu"
19-campfire-hunting-house-extensions.js,3791,"function openHouseExtensionPlanner(type){const house=nearestOwnedHouseForExtension();if(!house||distance2D(player,house)>16){toast('Chegue perto de uma casa que você possui.','warn');return;}let side=0;const spec=ROOM_SPECS[type];const place=extensionPlacement(house,side);extensionDraft={id:uid(),houseId:house.id,type,side,...place,ownerId:state.profile.playerId,ownerName:playerDisplayName()};renderExtensionPreview();openModal(`Ampliar: ${spec.name}`,`<p>A prévia transparente aparece ao lado da casa. Ajuste o lado e a rotação antes de confirmar.</p><div class=""extension-status"" data-extension-status></div><div class=""modal-actions""><button class=""btn"" data-side>Próximo lado</button><button c"
19-campfire-hunting-house-extensions.js,3792,"function openHouseExtensionMenu(){openModal('Ampliação modular da casa',`<p>Escolha o novo cômodo. Os interiores e móveis existentes serão preservados.</p><div class=""choice-grid"">${Object.entries(ROOM_SPECS).map(([id,r])=>`<button class=""choice"" data-room=""${id}""><b>${r.icon} ${r.name}</b><span>${costText(r.cost)}</span></button>`).join('')}</div>`,root=>{$$('[data-room]',root).forEach(btn=>btn.onclick=()=>{closeModal();openHouseExtensionPlanner(btn.dataset.room);});});}"
20-world-build-cloud-houses.js,3919,"$('[data-buy-house]',root).onclick=async()=>{if(state.profile.coins<house.price){toast('Moedas insuficientes.','warn');return;}const ok=await claimHouseOnline(house);if(!ok)return;addCoins(-house.price);setFlag('boughtHouse');awardMedal('Nova Propriedade');saveState(true);closeModal();handleHouseDoor(house);};"
20-world-build-cloud-houses.js,3920,"$('[data-race-house]',root).onclick=()=>{closeModal();startRace('sprint',world.npcs[0],house.id);};$('[data-cancel]',root).onclick=closeModal;"
20-world-build-cloud-houses.js,3924,"$('[data-enter]',root).onclick=()=>{closeModal();enterHouse(house);};$('[data-lock]',root).onclick=async()=>{const next=!locked,ok=await window.OTTHOS_RTDB?.setHouseLock?.(house.id,next);if(ok){state.houses[house.id]={...(state.houses[house.id]||{}),owned:true,locked:next};saveState(true);closeModal();toast(next?'Casa trancada.':'Casa destrancada.','good');}else toast('Não foi possível alterar a fechadura.','warn');};$('[data-cancel]',root).onclick=closeModal;"
20-world-build-cloud-houses.js,3957,"$$('[data-store]',root).forEach(btn=>btn.onclick=()=>{const key=btn.dataset.store;if((state.inventory[key]||0)<=0){toast('Você não tem esse item.','warn');return;}state.inventory[key]--;state.homeStorage[key]=(state.homeStorage[key]||0)+1;saveState(true);openHomeChest();});"
20-world-build-cloud-houses.js,3958,"$$('[data-take]',root).forEach(btn=>btn.onclick=()=>{const key=btn.dataset.take;if((state.homeStorage[key]||0)<=0){toast('O baú não tem esse item.','warn');return;}state.homeStorage[key]--;state.inventory[key]=(state.inventory[key]||0)+1;saveState(true);openHomeChest();});"
21-interactions-shop-social-races.js,3959,"$('[data-eat]',root).onclick=()=>{if(state.inventory.food<=0){toast('A geladeira está vazia.','warn');return;}state.inventory.food--;state.needs.hunger=clamp(state.needs.hunger+32,0,100);setFlag('ateMeal');addXP(12);saveState();closeModal();toast('Lanche delicioso!','good');};$('[data-close]',root).onclick=closeModal;"
21-interactions-shop-social-races.js,3963,"$('[data-cook]',root).onclick=()=>{if(state.inventory.food<=0){toast('Você precisa comprar ou colher comida.','warn');return;}state.inventory.food--;state.stats.cooked++;trackDaily('cook',1);state.needs.hunger=100;state.needs.fun=clamp(state.needs.fun+8,0,100);setFlag('ateMeal');addXP(20);saveState();closeModal();toast('Refeição pronta!','good');};$('[data-close]',root).onclick=closeModal;"
21-interactions-shop-social-races.js,4002,"$$('[data-buy]',root).forEach(btn=>btn.onclick=()=>{const item=items[Number(btn.dataset.buy)];if(!item||btn.disabled)return;if(state.profile.coins<item.price){toast('Moedas insuficientes.','warn');return;}addCoins(-item.price);if(item.tool){state.tools.owned=[...new Set([...(state.tools.owned||[]),item.tool])];state.tools.equipped=item.tool;refreshEquippedToolVisual();}else state.inventory[item.key]=(state.inventory[item.key]||0)+item.amount;addXP(5);saveState(true);updateHUD();closeModal();toast(`${item.name} adquirido!`,'good');});"
21-interactions-shop-social-races.js,4008,"$('[data-sword]',root).onclick=()=>{if(inv.wood<2||inv.stone<2){toast('Faltam materiais.','warn');return;}inv.wood-=2;inv.stone-=2;state.flags.swordUpgrade=(state.flags.swordUpgrade||0)+1;addXP(35);saveState();closeModal();toast('Ferramenta de aventura melhorada!','good');};"
21-interactions-shop-social-races.js,4009,"$('[data-blocks]',root).onclick=()=>{if(inv.wood<1||inv.stone<1){toast('Faltam materiais.','warn');return;}inv.wood--;inv.stone--;inv.blocks+=3;inv.fences+=2;saveState();closeModal();toast('Kit de construção pronto!','good');};"
21-interactions-shop-social-races.js,4010,"$('[data-smelt]',root).onclick=()=>{if((inv.goldOre||0)<3){toast('Você precisa de 3 minérios de ouro.','warn');return;}inv.goldOre-=3;inv.goldBar=(inv.goldBar||0)+1;addCoins(60);addXP(35);saveState(true);closeModal();toast('Barra de ouro criada: +60 moedas.','good',2200);};"
21-interactions-shop-social-races.js,4041,"$$('[data-social]',root).forEach(btn=>btn.onclick=()=>{"
21-interactions-shop-social-races.js,4072,"$$('[data-house-race]',root).forEach(btn=>btn.onclick=()=>{const id=btn.dataset.houseRace;closeModal();startRace('sprint',npc,id);});"
21-interactions-shop-social-races.js,4078,"$$('[data-race]',root).forEach(btn=>btn.onclick=()=>{closeModal();startRace(btn.dataset.race,npc||world.npcs[0]);});"
22-careers-jobs-uniforms.js,4170,"$('[data-open-coop-jobs]',root)?.addEventListener('click',openCoopMissionCenter);$$('[data-job]',root).forEach(btn=>btn.onclick=()=>{const job=JOBS.find(j=>j.id===btn.dataset.job);startJob(job);});"
22-careers-jobs-uniforms.js,4171,"$('[data-continue-job]',root)?.addEventListener('click',focusActiveJob);"
22-careers-jobs-uniforms.js,4172,"$('[data-job-uniform]',root)?.addEventListener('click',()=>{equipJobUniform(active.id);toast('Uniforme equipado.','good',1200);});"
22-careers-jobs-uniforms.js,4173,"$('[data-cancel-job]',root)?.addEventListener('click',cancelActiveJob);"
22-careers-jobs-uniforms.js,4224,"openModal('Missão de professor',`<div class=""teacher-mission""><span>🧑‍🏫</span><h3>Conduza uma atividade segura</h3><p>${q[0]}</p><div class=""choice-grid"">${q[1].map((answer,i)=>`<button class=""choice"" data-teacher-answer=""${i}""><b>${answer}</b></button>`).join('')}</div></div>`,root=>{$$('[data-teacher-answer]',root).forEach(btn=>btn.onclick=()=>{if(Number(btn.dataset.teacherAnswer)!==q[2]){toast('Vamos pensar de novo com calma.','warn',1400);return;}state.career.activeJob.completed=true;closeModal();completeActiveJob();addXP(55);toast(`Aula concluída na ${house.name}!`,'good',2400);});});"
22-careers-jobs-uniforms.js,4229,"const startBtn=$('[data-fire-job]',root);if(startBtn)startBtn.onclick=()=>{if(state.career.activeJob){toast('Escolha “Trocar de trabalho” no painel de empregos.','warn');return;}startJob(JOBS.find(j=>j.id==='firefighter'));};"
22-careers-jobs-uniforms.js,4230,"const cont=$('[data-fire-continue]',root);if(cont)cont.onclick=()=>{closeModal();focusActiveJob();};"
22-careers-jobs-uniforms.js,4231,"const cancel=$('[data-fire-cancel]',root);if(cancel)cancel.onclick=async()=>{closeModal();await cancelActiveJob();};"
22-careers-jobs-uniforms.js,4232,"$('[data-fire-call]',root).onclick=()=>{const current=ensureActiveFire(false);if(!current){toast('Nenhum chamado ativo agora.','good');return;}state.waypoint={id:`fire-${current.id}`,name:current.name,x:current.x,z:current.z,navX:current.navX,navZ:current.navZ};world.routePath=buildRoutePoints(player,state.waypoint);updateWaypointMarker();closeModal();if(currentHouse)exitHouse();toast(`Chamado marcado: ${current.name}`,'good');};"
22-careers-jobs-uniforms.js,4233,"$('[data-fire-uniform]',root).onclick=()=>{equipJobUniform('firefighter');closeModal();};"
24-construction-system.js,4442,document.body.appendChild(buildPanel);buildPanel.querySelector('[data-build-rotate]').onclick=rotateBuildPreview;buildPanel.querySelector('[data-build-confirm]').onclick=placeBuild;buildPanel.querySelector('[data-build-cancel]').onclick=()=>endBuildMode('cancelled');return buildPanel;
24-construction-system.js,4466,"$$('[data-type]',root).forEach(btn=>btn.onclick=async()=>{const type=btn.dataset.type;if(type==='remove'){closeModal();await removeNearestBuild();return;}if(type==='extension'){openHouseExtensionMenu();return;}closeModal();beginBuildMode(type);});"
24-construction-system.js,4467,"$('[data-cancel]',root).onclick=closeModal;"
24-construction-system.js,4520,els.buildBtn.onclick=openBuildMenu;
32-cooperative-missions.js,5562,"function bindCoopActionButton(button,handler){if(!button||typeof handler!=='function')return;button.addEventListener('click',async()=>{if(button.dataset.coopBusy==='1')return;button.dataset.coopBusy='1';button.disabled=true;try{await handler(button);}finally{if(button.isConnected){delete button.dataset.coopBusy;button.disabled=false;}}});}"
32-cooperative-missions.js,5681,"openModal('Equipe da missão',`<div class=""coop-lobby""><header><span>${template.icon}</span><div><small>${modeLabel}</small><h3>${template.title}</h3><p>${template.description}</p></div></header>${offline?'<p class=""coop-offline-alert"">Conexão perdida. O progresso sincronizado foi preservado; você pode aguardar a reconexão ou continuar uma cópia solo.</p>':''}<section class=""coop-lobby-members""><b>Equipe ${participants.length}/${record.maxPlayers}</b>${participants.map(item=>`<article><span>${item.uid===record.hostUid?'⭐':'👤'}</span><div><b>${item.name||'Jogador'}</b><small>${coopRoleLabel(item.role)}${item.ready?' • pronto':' • aguardando'}</small></div></article>`).join('')}</section>${runn"
32-cooperative-missions.js,5687,"openModal('Missões cooperativas',`${active?`${coopMissionBriefingMarkup()}<div class=""modal-actions""><button class=""btn primary"" data-open-active-coop>Abrir missão</button><button class=""btn"" data-coop-gps>Marcar próximo passo no GPS</button></div>`:''}<section class=""coop-center-intro""><span>🤝</span><div><h3>Objetivos para jogar junto</h3><p>Papéis definidos, progresso sincronizado, entrada voluntária e alternativa solo quando faltarem parceiros.</p></div></section><h3 class=""panel-subtitle"">Equipes aguardando neste bairro</h3><div class=""coop-open-lobbies"">${lobbyMarkup}</div><h3 class=""panel-subtitle"">Criar uma missão</h3><div class=""coop-template-grid"">${templates}</div>`,root=>{$$('[dat"
32-cooperative-missions.js,5699,"addEventListener('otthi:coop-missions',event=>{coopRemoteMissions={...(event.detail?.missions||{})};const active=activeCoopMission();if(active?.remote&&coopRemoteMissions[active.id]){active.record=coopRemoteMissions[active.id];if(active.record.status==='active'&&!active.runtimePrepared){active.runtimePrepared=true;prepareCoopMissionRuntime();}if(active.record.status==='completed')completeCoopMissionLocal(active.record);updateMissionHUD();}else if(!active){const waiting=Object.values(coopRemoteMissions).filter(m=>m.status==='lobby').length;if(waiting&&Date.now()-Number(state.cooperative.lastLobbyNotice||0)>30000){state.cooperative.lastLobbyNotice=Date.now();toast(`${waiting} equipe(s) coopera"
25-render-init-resize-position-collision.js,4498,"renderer=new THREE.WebGLRenderer({antialias:qualityTier()==='high'&&!perf.mobile,alpha:false,powerPreference:'high-performance',precision:'highp',depth:true,stencil:false});renderer.setPixelRatio(Math.min(devicePixelRatio||1,targetDpr()));renderer.setSize(initialViewport.w,initialViewport.h,false);renderer.shadowMap.enabled=qualityTier()==='high'&&!perf.mobile;renderer.shadowMap.type=THREE.PCFSoftShadowMap;renderer.outputEncoding=THREE.sRGBEncoding;renderer.toneMapping=THREE.ACESFilmicToneMapping;renderer.toneMappingExposure=.94;els.stage.innerHTML='';els.stage.appendChild(renderer.domElement);renderer.domElement.addEventListener('webglcontextlost',e=>{e.preventDefault();paused=true;toast('A"
25-render-init-resize-position-collision.js,4540,"window.addEventListener('resize',()=>scheduleStableResize(50,true),{passive:true});window.addEventListener('orientationchange',refreshOrientationLayout,{passive:true});window.addEventListener('pageshow',refreshOrientationLayout,{passive:true});window.addEventListener('focus',()=>scheduleStableResize(30,true),{passive:true});document.addEventListener('fullscreenchange',refreshOrientationLayout,{passive:true});if(window.visualViewport){window.visualViewport.addEventListener('resize',()=>scheduleStableResize(50,true),{passive:true});window.visualViewport.addEventListener('scroll',()=>scheduleStableResize(80,false),{passive:true});}screen.orientation?.addEventListener?.('change',refreshOrientati"
25-render-init-resize-position-collision.js,4564,"window.addEventListener('pagehide',()=>{if(running)savePlayerPosition(true);else commitState();});"
25-render-init-resize-position-collision.js,4565,"window.addEventListener('beforeunload',()=>{if(running)savePlayerPosition(true);else commitState();});"
25-render-init-resize-position-collision.js,4566,"document.addEventListener('visibilitychange',()=>{if(document.visibilityState==='hidden'){if(running)savePlayerPosition(true);else commitState();}});"
28-multiplayer-social-online.js,4991,"function bindChallengeCards(root=els.modalBody){$$('[data-accept-challenge]',root).forEach(btn=>btn.onclick=()=>acceptIncomingChallenge(btn.dataset.acceptChallenge));$$('[data-decline-challenge]',root).forEach(btn=>btn.onclick=()=>declineIncomingChallenge(btn.dataset.declineChallenge));$$('[data-accept-social]',root).forEach(btn=>btn.onclick=()=>acceptIncomingSocialRequest(btn.dataset.acceptSocial));$$('[data-decline-social]',root).forEach(btn=>btn.onclick=()=>declineIncomingSocialRequest(btn.dataset.declineSocial));$$('[data-play-session]',root).forEach(btn=>btn.onclick=()=>{const s=gameSessions.get(btn.dataset.playSession);if(s)launchSessionWithCountdown(s);});}"
28-multiplayer-social-online.js,4995,"function openChallengePicker(uid,name){openModal(`Desafiar ${name}`,`<p>Escolha o jogo. O outro jogador receberá um cartão na tela com <b>Aceitar e jogar</b>.</p><div class=""challenge-picker""><button data-challenge-type=""math""><span>🔢</span><b>Matemática Kids</b><small>Contagem, soma e lógica</small></button><button data-challenge-type=""portuguese""><span>📚</span><b>Português Kids</b><small>Letras, sílabas e palavras</small></button><button data-challenge-type=""english""><span>🌎</span><b>English Kids</b><small>Imagens, sons e palavras</small></button></div>`,root=>{$$('[data-challenge-type]',root).forEach(btn=>btn.onclick=async()=>{btn.disabled=true;btn.classList.add('sending');const result=aw"
28-multiplayer-social-online.js,4997,"function startMultiplayerEducationGame(session){if(!session||session.status!=='active'){toast('Esta partida ainda não está pronta.','warn');return;}if(activeMultiplayerGameId&&activeMultiplayerGameId!==session.id){toast('Termine a partida atual.','warn');return;}activeMultiplayerGameId=session.id;closeChallengePrompt();runEducationGame({subject:session.type,level:Number(session.level||1),seed:Number(session.seed)||Date.now(),rounds:Number(session.rounds||5),multiplayer:true,opponent:sessionOpponentName(session),onFinish:async result=>{state.learning.multiplayerPlayed=(state.learning.multiplayerPlayed||0)+1;const ok=await window.OTTHOS_RTDB?.submitGameResult?.(session.id,result);saveState(tru"
28-multiplayer-social-online.js,4998,"function maybeShowMultiplayerResult(session){const players=Object.values(session.players||{}),uid=window.OTTHOS_RTDB?.uid;if(players.length<2||!players.every(p=>p.finished))return;if(!session.result){window.OTTHOS_RTDB?.finalizeGameSession?.(session.id);return;}const mine=session.players?.[uid],other=Object.entries(session.players||{}).find(([id])=>id!==uid)?.[1],entry=rememberMatchResult(session),won=!session.result.draw&&session.result.winnerUid===uid,draw=!!session.result.draw;if(entry&&!entry.rewarded&&won){entry.rewarded=true;state.learning.multiplayerWins=(state.learning.multiplayerWins||0)+1;addCoins(80);addXP(60);}saveState(true);if(shownGameResults.has(session.id))return;shownGameRe"
28-multiplayer-social-online.js,5004,"function bindOnlinePlayerCards(root=els.modalBody){$$('[data-online-player]',root).forEach(btn=>btn.onclick=()=>{const uid=btn.dataset.onlinePlayer,ghost=world.ghosts.get(uid);if(ghost)openRemotePlayerActions(uid,ghost);});}"
28-multiplayer-social-online.js,5014,"$$('[data-approved-chat]',root).forEach(btn=>btn.onclick=async()=>{btn.disabled=true;const result=await window.OTTHOS_RTDB?.sendChat?.(btn.dataset.approvedChat);btn.disabled=false;if(result===false||result?.ok===false)toast(result?.error||'A frase não pôde ser enviada.','warn');});"
28-multiplayer-social-online.js,5015,"$('[data-clear-local-chat]',root).onclick=()=>{state.social.chatHiddenBefore=Date.now();cloudChat.length=0;saveState(true);refreshOpenSocialHub();toast('Histórico ocultado neste aparelho.','good');};"
28-multiplayer-social-online.js,5023,"$$('[data-report-reason]',root).forEach(btn=>btn.onclick=async()=>{btn.disabled=true;const result=await window.OTTHOS_RTDB?.reportPlayer?.(uid,btn.dataset.reportReason);if(result?.ok===false||result===false){btn.disabled=false;toast(result?.error||'Não foi possível enviar a denúncia.','warn');return;}closeModal();toast('Denúncia registrada. Um responsável pode também bloquear esse jogador.','good',3000);});"
28-multiplayer-social-online.js,5024,"$('[data-report-cancel]',root).onclick=closeModal;"
28-multiplayer-social-online.js,5031,"openModal(name,`<p>Interaja com este jogador em tempo real. Ações conjuntas só começam depois que ele aceitar.</p><div class=""choice-grid remote-social-grid""><button class=""choice"" data-player-action=""wave""><b>👋 Acenar</b><span>Saudação imediata</span></button><button class=""choice"" data-player-action=""dance""><b>🕺 Dançar juntos</b><span>Requer aceite</span></button><button class=""choice"" data-player-action=""play""><b>🎈 Brincar</b><span>Requer aceite</span></button><button class=""choice"" data-player-action=""highfive""><b>🙌 Toca aqui</b><span>Requer aceite</span></button><button class=""choice"" data-player-action=""hug""><b>🤗 Abraçar</b><span>Requer aceite</span></button><button class=""choice"" data"
28-multiplayer-social-online.js,5064,"window.addEventListener('otthos:mp-status',e=>{multiplayerState={...multiplayerState,...e.detail};state.multiplayer.cloudReady=!!multiplayerState.connected;if(e.detail?.uid)state.multiplayer.cloudUid=e.detail.uid;if(e.detail?.room)state.multiplayer.room=normalizeRoomId(e.detail.room);if(Array.isArray(e.detail?.players)){remotePresence.clear();e.detail.players.filter(p=>p.uid!==window.OTTHOS_RTDB?.uid&&!window.OTTHOS_RTDB?.isPlayerBlocked?.(p.uid)).forEach(p=>remotePresence.set(p.uid,{...p,name:remotePlayerName(p.name,p.uid)}));}updateMultiplayerBadge();refreshOpenSocialHub();});"
28-multiplayer-social-online.js,5065,"window.addEventListener('otthi:guardian-settings',e=>{state.guardian={...state.guardian,...(e.detail||{})};if(!guardianCommunicationAllowed())closeChallengePrompt();if(!guardianMultiplayerAllowed()){for(const ghost of world.ghosts.values())scene?.remove(ghost);world.ghosts.clear();remotePresence.clear();}saveState();updateOnlineAttention();updateMultiplayerBadge();refreshOpenSocialHub();});"
28-multiplayer-social-online.js,5066,"window.addEventListener('otthos:mp-player',e=>remotePlayerEvent(e.detail));"
28-multiplayer-social-online.js,5067,"window.addEventListener('otthos:mp-leave',e=>{const id=e.detail?.uid;remotePresence.delete(id);if(player.boat.passengerUid===id)player.boat.passengerUid='';if(player.car.passengerUid===id)player.car.passengerUid='';const ghost=world.ghosts.get(id);if(ghost){scene?.remove(ghost);world.ghosts.delete(id);}multiplayerState.count=Math.max(1,remotePresence.size+1);updateMultiplayerBadge();refreshOpenSocialHub();});"
28-multiplayer-social-online.js,5068,"window.addEventListener('otthos:cloud-profile',e=>mergeCloudProgress(e.detail?.progress));"
28-multiplayer-social-online.js,5069,"window.addEventListener('otthos:campfires-cloud',e=>{pendingCloudCampfires=e.detail||{};applyCloudWorldObjects();});"
28-multiplayer-social-online.js,5070,"window.addEventListener('otthos:extensions-cloud',e=>{pendingCloudExtensions=e.detail||{};applyCloudWorldObjects();});"
28-multiplayer-social-online.js,5071,"window.addEventListener('otthos:houses',e=>{cloudHouses.clear();for(const [id,data] of Object.entries(e.detail||{}))cloudHouses.set(id,data);reconcileCloudHouses();});"
28-multiplayer-social-online.js,5072,"window.addEventListener('otthos:chat',e=>{const incoming=e.detail;if(!guardianCommunicationAllowed()||!incoming||window.OTTHOS_RTDB?.isPlayerBlocked?.(incoming.senderUid)||Number(incoming.createdAt||0)<=Number(state.social.chatHiddenBefore||0))return;const m={...incoming,name:remotePlayerName(incoming.name,incoming.senderUid)};const existing=cloudChat.findIndex(x=>x.id===m.id);if(existing>=0)cloudChat[existing]=m;else cloudChat.push(m);cloudChat.sort((a,b)=>Number(a.createdAt||0)-Number(b.createdAt||0));while(cloudChat.length>60)cloudChat.shift();refreshOpenSocialHub();if(m.senderUid!==window.OTTHOS_RTDB?.uid)toast(`${m.name}: ${m.text}`,'good',2200);});"
28-multiplayer-social-online.js,5073,"window.addEventListener('otthos:chat-removed',e=>{const id=e.detail?.id,index=cloudChat.findIndex(m=>m.id===id);if(index>=0)cloudChat.splice(index,1);refreshOpenSocialHub();});"
28-multiplayer-social-online.js,5074,"window.addEventListener('otthos:gift',e=>{const gift=e.detail;if(!guardianCommunicationAllowed()||!gift)return;if(!((gift.type==='coins'&&Number(gift.amount)===10)||(gift.type==='crystal'&&Number(gift.amount)===1)))return;toast('🎁 Você recebeu um presente simbólico!','good',2600);});"
28-multiplayer-social-online.js,5075,"window.addEventListener('otthos:interaction',e=>{const it=e.detail;if(!guardianCommunicationAllowed()||!it)return;const sender='Outro jogador';"
28-multiplayer-social-online.js,5086,"window.addEventListener('otthos:social-request',e=>{const incoming=e.detail;if(!guardianCommunicationAllowed()||!incoming)return;const r={...incoming,fromName:remotePlayerName(incoming.fromName,incoming.fromUid),toName:remotePlayerName(incoming.toName,incoming.toUid)};incomingSocialRequests.set(r.id,r);updateOnlineAttention();refreshOpenSocialHub();if(r.status==='pending'&&Number(r.expiresAt||0)>Date.now()){showIncomingSocialRequest(r);if(!shownSocialToasts.has(r.id)){shownSocialToasts.add(r.id);toast(`🤝 ${r.fromName} quer ${socialActionLabel(r.actionType)}.`,'good',3000);}}else if(promptSocialRequestId===r.id)closeChallengePrompt();});"
28-multiplayer-social-online.js,5087,"window.addEventListener('otthos:social-request-removed',e=>{incomingSocialRequests.delete(e.detail?.id);if(promptSocialRequestId===e.detail?.id)closeChallengePrompt();updateOnlineAttention();refreshOpenSocialHub();});"
28-multiplayer-social-online.js,5089,"window.addEventListener('otthos:challenge',e=>{const incoming=e.detail;if(!guardianCommunicationAllowed()||!incoming)return;const c={...incoming,fromName:remotePlayerName(incoming.fromName,incoming.fromUid),toName:remotePlayerName(incoming.toName,incoming.toUid)};incomingChallenges.set(c.id,c);updateOnlineAttention();refreshOpenSocialHub();if(c.status==='pending'){showIncomingChallengePrompt(c);if(!shownChallengeToasts.has(c.id)){shownChallengeToasts.add(c.id);toast(`⚔️ ${c.fromName} enviou ${multiplayerGameLabel(c.type)}!`,'good',3400);}}});"
28-multiplayer-social-online.js,5090,"window.addEventListener('otthos:challenge-removed',e=>{incomingChallenges.delete(e.detail?.id);updateOnlineAttention();refreshOpenSocialHub();});"
28-multiplayer-social-online.js,5091,"window.addEventListener('otthos:game-session',e=>{const incoming=e.detail;if(!guardianCommunicationAllowed()||!incoming)return;const s=sanitizeRemoteSession(incoming);gameSessions.set(s.id,s);updateOnlineAttention();refreshOpenSocialHub();if(s.status==='active'){const mine=s.players?.[window.OTTHOS_RTDB?.uid];if(!mine?.finished&&!activeMultiplayerGameId)showReadySessionPrompt(s);}if(s.status==='active'||s.status==='completed')maybeShowMultiplayerResult(s);});"
28-multiplayer-social-online.js,5092,"window.addEventListener('otthos:game-session-removed',e=>{gameSessions.delete(e.detail?.id);updateOnlineAttention();refreshOpenSocialHub();});"
28-multiplayer-social-online.js,5093,"window.addEventListener('otthos:rtdb-ready',async()=>{try{const guardian=await window.OTTHOS_RTDB?.getGuardianSettings?.();if(guardian&&typeof guardian==='object')state.guardian={...state.guardian,...(guardian.settings||guardian)};}catch{}if(!guardianMultiplayerAllowed()){window.OTTHOS_RTDB?.disconnect?.();return;}if(running||hasValidPlayerName()){const ok=await window.OTTHOS_RTDB?.connect?.({name:publicPlayerName()});if(ok){window.OTTHOS_RTDB?.syncCampfires?.(state.campfires);window.OTTHOS_RTDB?.syncHouseExtensions?.(state.houseExtensions);}}});"
28-multiplayer-social-online.js,5096,"if(typeof BroadcastChannel==='function'){localChannel=new BroadcastChannel('otthos-life-world-v636');localChannel.onmessage=e=>{const data=e.data;if(!data||data.id===state.profile.playerId)return;if(data.type==='leave'){const ghost=world.ghosts.get(data.id);if(ghost){scene.remove(ghost);world.ghosts.delete(data.id);}return;}remotePlayerEvent({...data,uid:data.id});};window.addEventListener('beforeunload',()=>localChannel?.postMessage({type:'leave',id:state.profile.playerId}));}"
29-game-loop-controls-gamepad.js,5137,"$('[data-session-close]',root).onclick=closeModal;"
29-game-loop-controls-gamepad.js,5141,"document.addEventListener('visibilitychange',()=>{usageLastTickAt=Date.now();},{passive:true});"
29-game-loop-controls-gamepad.js,5152,"$('[data-retry-world]',root).onclick=async()=>{await persistBeforeOtthiReload();location.reload();};"
29-game-loop-controls-gamepad.js,5153,"$('[data-close-world-error]',root).onclick=closeModal;"
29-game-loop-controls-gamepad.js,5190,"els.joystick.addEventListener('pointerdown',e=>{e.preventDefault();input.joyId=e.pointerId;safePointerCapture(els.joystick,e.pointerId);updateJoy(e);});"
29-game-loop-controls-gamepad.js,5191,"els.joystick.addEventListener('pointermove',e=>{if(e.pointerId===input.joyId)updateJoy(e);});"
29-game-loop-controls-gamepad.js,5192,"els.joystick.addEventListener('pointerup',resetJoy);els.joystick.addEventListener('pointercancel',resetJoy);"
29-game-loop-controls-gamepad.js,5194,"const press=(el,fn)=>el?.addEventListener('pointerdown',e=>{e.preventDefault();e.stopPropagation();fn();},{passive:false});"
29-game-loop-controls-gamepad.js,5199,"els.runBtn?.addEventListener('pointerdown',e=>{e.preventDefault();e.stopPropagation();setAccelerate(true);safePointerCapture(els.runBtn,e.pointerId);},{passive:false});"
29-game-loop-controls-gamepad.js,5200,"['pointerup','pointercancel','lostpointercapture'].forEach(type=>els.runBtn?.addEventListener(type,()=>setAccelerate(false)));"
29-game-loop-controls-gamepad.js,5201,"els.jumpBtn?.addEventListener('pointerdown',e=>{e.preventDefault();e.stopPropagation();setBrake(true);safePointerCapture(els.jumpBtn,e.pointerId);},{passive:false});"
29-game-loop-controls-gamepad.js,5202,"['pointerup','pointercancel','lostpointercapture'].forEach(type=>els.jumpBtn?.addEventListener(type,()=>setBrake(false)));"
29-game-loop-controls-gamepad.js,5205,"els.miniNav?.addEventListener('click',openMap);press(els.specialBtn,firePower);press(els.crouchBtn,()=>toggleCrouch());press(els.miniBtn,()=>setScaleMode('mini'));press(els.normalBtn,()=>setScaleMode('normal'));press(els.giantBtn,()=>setScaleMode('giant'));press(els.spinBtn,spinPlayer);"
29-game-loop-controls-gamepad.js,5206,"[els.quickBar,els.inventoryBtn,els.buildBtn,els.mapBtn,els.gameSettingsBtn].forEach(el=>el?.addEventListener('pointerdown',e=>e.stopPropagation()));"
29-game-loop-controls-gamepad.js,5207,"window.addEventListener('keydown',e=>{input.keys.add(e.code);if(['Space','KeyE','KeyF','KeyC','Digit1','Digit2','Digit3','KeyR','KeyQ','ShiftLeft','ShiftRight'].includes(e.code))e.preventDefault();if(mobilityDriverActive()&&e.code==='ShiftLeft'){input.mobilityAccelerate=true;input.mobilityBrake=false;}if(mobilityDriverActive()&&e.code==='Space'){input.mobilityBrake=true;input.mobilityAccelerate=false;}updateRunUI();updateMobilityControlLabels();if(e.code==='Space'&&!mobilityDriverActive())requestJump();if(e.code==='KeyE')doAction();if(e.code==='KeyF')firePower();if(e.code==='KeyC')toggleCrouch();if(e.code==='Digit1')setScaleMode('mini');if(e.code==='Digit2')setScaleMode('normal');if(e.code=="
